0,1,2,3,4,5,6,7
0.3800589,0.4562213,0.3724482,0.4117537,0.4594357,0.3491689,0.3850754,0.4081919
0.1739306,0.1060072,0.09166956,0.09831203,0.1183608,0.1137433,0.08526905,0.2561552
0.1181959,0.1854924,0.1051723,0.1282559,0.1150663,0.1170642,0.08960756,0.1016728
0.2259299,0.1157928,0.1072669,0.09221137,0.126828,0.1301646,0.1146215,0.0975574
0.2736687,0.09981098,0.09670836,0.1341204,0.1037611,0.1076674,0.08852372,0.08697408
0.292668,0.1212225,0.09924641,0.1035406,0.09914006,0.1085876,0.1232478,0.09759473
0.2157395,0.1559319,0.09960016,0.1179106,0.09954894,0.1078846,0.107423,0.07639452
0.1494368,0.1411706,0.08208317,0.1070199,0.100581,0.09276094,0.1022132,0.09430439
0.2896417,0.1333993,0.08741882,0.117681,0.1188488,0.1380158,0.1123061,0.1211589
0.2091009,0.1435864,0.102435,0.1033294,0.1192143,0.100338,0.09686115,0.1335594
0.2147864,0.1191997,0.141144,0.1145364,0.1128551,0.1217403,0.1009822,0.09320624
0.2012708,0.1101762,0.09227707,0.1273314,0.1031202,0.1025165,0.1017123,0.08496064
0.2068593,0.1490805,0.1057405,0.1159334,0.119379,0.1283429,0.1377606,0.08614545
0.1174722,0.09968798,0.09321536,0.1047323,0.1050261,0.1400773,0.1360514,0.103741
0.1135347,0.1231131,0.1093102,0.09861968,0.1094584,0.1089193,0.08342071,0.09345965
0.1954068,0.1185497,0.1174958,0.09979061,0.08790812,0.1532604,0.0912177,0.08752437
0.1620776,0.1030394,0.113148,0.1648827,0.112602,0.1452203,0.1172299,0.1040401
0.1579689,0.1258112,0.1096683,0.09337343,0.1127969,0.09232892,0.1057683,0.09635149
0.1923692,0.09831211,0.09828878,0.1337942,0.1026716,0.0906921,0.08875772,0.1349114
0.1649298,0.120046,0.1072725,0.08843025,0.1078715,0.09323146,0.1005928,0.09822463
0.2405327,0.1323888,0.1777607,0.1161378,0.110241,0.113137,0.1036868,0.07711518
