0,1,2,3,4,5,6,7
0.6625441,0.5417916,0.4210609,0.7807696,0.6237939,0.4109082,0.4137653,0.370948
0.1585055,0.1205358,0.1059965,0.111087,0.1234126,0.09346813,0.1073079,0.1114712
0.1697555,0.1149817,0.1422962,0.1077007,0.0978584,0.1106922,0.1447135,0.09180323
0.2935722,0.1266083,0.1579685,0.152809,0.109867,0.1262273,0.1147065,0.09308419
0.3022301,0.1283876,0.1008025,0.09171664,0.1072145,0.1086417,0.13888,0.1205759
0.2638034,0.1309679,0.1024183,0.1294199,0.08765816,0.1036799,0.1139385,0.1265002
0.2238563,0.1353736,0.1022615,0.1088199,0.1092855,0.1079288,0.09929192,0.08555436
0.1722787,0.1171958,0.1047049,0.1008732,0.08924101,0.1186958,0.1084971,0.1239595
0.2546817,0.1146006,0.1064582,0.1057079,0.1047265,0.09357268,0.1009762,0.08287165
0.1911777,0.141796,0.09666569,0.08652994,0.1422037,0.1060059,0.1095704,0.0922235
0.1934349,0.1300646,0.09267888,0.09400998,0.1126258,0.1302238,0.1398417,0.104495
0.2519561,0.123088,0.09802387,0.09784972,0.1268018,0.1107099,0.1021444,0.09099303
0.228984,0.11956,0.09775669,0.09760551,0.1008889,0.1031066,0.08848092,0.08939527
0.2019711,0.1211998,0.1016783,0.1504113,0.106862,0.1264749,0.09599847,0.1114432
0.2481936,0.1212494,0.1040403,0.09575366,0.115271,0.1018007,0.1097585,0.1051178
0.2888101,0.112327,0.08448979,0.1175724,0.1495018,0.1671791,0.1369462,0.09607689
0.3291227,0.1127599,0.1078127,0.1269245,0.1118282,0.1115035,0.1019033,0.1148152
0.2195358,0.114526,0.09515255,0.1205827,0.1236259,0.1177482,0.1019326,0.106515
0.1839662,0.1107672,0.08176211,0.121104,0.0915808,0.1446448,0.1183904,0.1078779
0.2288555,0.1126907,0.09500329,0.2046522,0.105921,0.1180548,0.09830779,0.09788869
0.2786245,0.1101861,0.1007105,0.110943,0.114984,0.09307195,0.1057023,0.09110802
,0.0987265,0.1014355,0.1197806,0.1045524,0.1043475,0.09036786,0.1398725
,0.125825,0.08309677,0.1097587,0.1042764,0.1171482,0.09385198,0.08627938
,0.1140712,0.1079737,0.1188582,0.1127877,0.120547,0.09199257,0.1129574
,0.1222192,0.09825952,0.1731517,0.08344067,0.09682734,0.1078161,0.1671845
,0.1138175,0.1050712,0.1100931,0.1132705,0.1150566,0.1305754,0.09677369
,0.1073979,0.1168212,0.1223175,0.1328384,0.1090751,0.09274378,0.109691
,0.1186122,0.09890213,0.1052261,0.1049116,0.1127287,0.1028383,0.1319476
,0.1282828,0.1099974,0.1006892,0.1091525,0.1130394,0.1166816,0.0959111
,0.1140068,0.1032343,0.3911284,0.1139524,0.123657,0.1041915,0.0991958
,0.1042441,0.1208452,0.105517,0.1514953,0.1099293,0.1051575,0.1340537
,0.1189775,0.1198512,0.1196426,0.1112128,0.1050285,0.09063071,0.09396738
,0.1231896,0.1165159,0.113483,0.1104553,0.1133176,0.1047175,0.1103375
,0.1538751,0.1144393,0.1025456,0.1028013,0.1021297,0.1094111,0.1195574
,0.1138383,0.1004799,0.09785881,0.1388282,0.1214949,0.1356817,0.09742188
,0.1200359,0.1116561,0.1076427,0.1182817,0.1032197,0.120309,0.1018517
,0.1297715,0.1160178,0.1539268,0.1240334,0.1243577,0.1314116,0.1274805
,0.1168671,0.1048608,0.1078136,0.09675786,0.1078542,0.1126728,0.09639471
,0.113101,0.09431356,0.1048925,0.1095281,0.117365,0.1108355,0.1153791
,0.1178818,0.1174104,0.1560306,0.1387526,0.1006177,0.106481,0.1118921
,0.1157474,0.129345,0.09884301,0.1443064,0.1024121,0.1028933,0.0918055
,0.1115525,0.1103441,0.1463164,0.1081442,0.0998487,0.1014072,0.1070288
,0.09835684,0.1137373,0.112373,0.1318582,0.1167861,0.1153307,0.09605379
,0.1192995,0.1028243,0.1106212,0.1132214,0.1230966,0.09755526,0.1187555
,0.1530999,0.1242156,0.09697477,0.1248708,0.1205858,0.1009085,0.09165727
,0.1051473,0.09636985,0.1413643,0.1134853,0.1008361,0.1054289,0.0917751
,0.1584823,0.1119663,0.1139385,0.09439214,0.1082182,0.1337268,0.1034746
,0.1019171,0.09740045,0.1083974,0.08737865,0.1148874,0.09301701,0.1032865
,0.134997,0.1076873,0.100032,0.1085765,0.1186808,0.1861052,0.101834
,0.1192928,0.1079315,0.1137423,0.1534932,0.1236098,0.1033953,0.1147128
