0,1,2,3,4,5,6,7
0.4334323,0.3123376,0.3377568,0.4742091,0.2628048,0.2099741,0.3584717,0.1738798
0.1429012,0.1099435,0.1212061,0.1083516,0.1090348,0.1237527,0.09862139,0.08777374
0.1530159,0.1184602,0.1316375,0.09747449,0.09773197,0.1233989,0.08983892,0.09110972
0.3684984,0.1122934,0.1313603,0.1110711,0.1340771,0.1179732,0.1046175,0.07766824
0.2115484,0.1358158,0.1023122,0.09669747,0.1124223,0.1000582,0.1270515,0.09272353
0.1203475,0.1124739,0.09271273,0.1062265,0.1629062,0.08029796,0.1132485,0.102403
0.1424838,0.1584023,0.08849632,0.1172427,0.1404832,0.09368166,0.09427326,0.1095499
0.1499644,0.1056297,0.1047317,0.102985,0.1279653,0.1075116,0.08205794,0.08993137
0.2754735,0.1230058,0.0984449,0.1739554,0.1106126,0.1148059,0.08312566,0.0945707
0.205686,0.1111425,0.09949553,0.1231,0.1049731,0.1101489,0.1207957,0.1199241
0.2933961,0.1009382,0.1175026,0.1422031,0.1316984,0.1135386,0.1163012,0.1307932
0.278891,0.1050136,0.1140286,0.1909255,0.1249239,0.1074946,0.09277344,0.1437476
0.9443845,0.1239155,0.1102385,0.1266823,0.1121481,0.09619206,0.105995,0.1236986
1.059188,0.1059914,0.1059424,0.1028957,0.1343841,0.1091817,0.1014572,0.1011225
0.5644875,0.1094713,0.1002027,0.1272136,0.1019695,0.1357256,0.08710864,0.0885353
1.310736,0.1188936,0.1163922,0.09425698,0.1028372,0.1682205,0.1028533,0.07651677
0.7753199,0.1086977,0.09091808,0.1579606,0.1031743,0.1243865,0.1617022,0.1054531
0.822978,0.1117453,0.09404169,0.1274687,0.1400335,0.1063255,0.1199163,0.1111081
0.9090962,0.1114449,0.1030608,0.1045606,0.1503156,0.103132,0.1085467,0.09816825
0.7356776,0.1319583,0.09618784,0.1113007,0.09656879,0.130337,0.09005048,0.1011743
0.8387949,0.1379749,0.1201702,0.1222971,0.1263772,0.1052935,0.1004822,0.1184041
,0.1170131,0.09650563,0.1322802,0.1146946,0.09651277,0.139538,0.1396426
,0.1246651,0.1116488,0.1301905,0.1086957,0.1004612,0.09796884,0.08398596
,0.1237532,0.1173201,0.1200859,0.1415641,0.1076743,0.09490879,0.08533631
,0.1247486,0.1047222,0.1107274,0.1703067,0.09682569,0.105677,0.09303156
,0.102003,0.1010107,0.09224438,0.09612741,0.1022036,0.09044483,0.09039011
,0.1241682,0.09768409,0.1053154,0.1326688,0.1061083,0.08599497,0.09900365
,0.1140231,0.09711906,0.1051588,0.115202,0.1067092,0.09591291,0.08330841
,0.1090541,0.09106564,0.1593979,0.1046686,0.1142756,0.1122639,0.1059767
,0.1341337,0.09432741,0.1061184,0.1235796,0.11198,0.09339368,0.09658546
,0.1261077,0.1031241,0.1603488,0.10427,0.1592379,0.1147104,0.09463623
,0.1138669,0.1027374,0.1168963,0.1443598,0.1122339,0.09245057,0.09715375
,0.1038645,0.1086835,0.1093172,0.1442505,0.0927342,0.105544,0.125514
,0.1145903,0.09440084,0.108602,0.09934783,0.0961634,0.1052879,0.1271028
,0.1211306,0.10079,0.1125374,0.116903,0.1239628,0.1087533,0.1041585
,0.1111398,0.1178699,0.134496,0.1137439,0.1104663,0.1177188,0.2088061
,0.1674228,0.1201056,0.1030542,0.120515,0.137523,0.110417,0.09931362
,0.1110852,0.1393588,0.1202515,0.1277476,0.1242123,0.09177052,0.12943
,0.1161817,0.1313461,0.09360387,0.1110138,0.1341839,0.1035321,0.1091676
,0.1145876,0.0856318,0.1056618,0.1127412,0.1093438,0.1115776,0.09991073
,0.1112308,0.1036637,0.1071091,0.1172649,0.1045329,0.1296049,0.09915135
,0.1335482,0.09703039,0.1293616,0.09473401,0.1174147,0.1112899,0.1117182
,0.09914591,0.1091877,0.106681,0.1129067,0.2188356,0.0935742,0.09131743
,0.1262129,0.1077051,0.1057982,0.1059726,0.09520184,0.09005735,0.1427395
,0.107425,0.1143497,0.1120299,0.1427134,0.1069359,0.1254687,0.1034426
,0.1188072,0.1034193,0.09709217,0.125357,0.1177172,0.1057225,0.1297643
,0.1094415,0.09946102,0.09740476,0.1013097,0.1121957,0.1009559,0.1011441
,0.1203451,0.09233992,0.12381,0.1052798,0.1124733,0.1108907,0.09336642
