0,1,2,3,4,5,6,7
0.6622861,0.3673799,0.4442924,0.5019143,0.2984828,0.4598723,0.3814398,0.3457541
0.1437622,0.107554,0.1070022,0.1229847,0.09483695,0.08678588,0.09936862,0.09076973
0.2670967,0.1125773,0.1013102,0.1060302,0.1079951,0.1163773,0.1103336,0.1303708
0.1695214,0.1097705,0.1173668,0.1436666,0.09907828,0.09520656,0.1010533,0.1064035
0.2345545,0.09498841,0.0882848,0.1098452,0.1260596,0.1151097,0.08864923,0.09034242
0.1943798,0.1091977,0.08356957,0.09370992,0.1651939,0.1066352,0.08300741,0.09365343
0.2275276,0.1642521,0.1114257,0.1038105,0.09617616,0.1272602,0.09508396,0.08217185
0.1828587,0.1130139,0.09728838,0.094276,0.1017119,0.1008204,0.08552349,0.1350978
0.3216385,0.1481256,0.1019794,0.09236324,0.2144901,0.09495793,0.1154824,0.08843891
0.259267,0.1084746,0.1382612,0.1074627,0.08134334,0.1267074,0.09194211,0.09578728
0.2724029,0.1259353,0.1057862,0.1064134,0.1184199,0.09062347,0.1203054,0.09453322
0.213661,0.1384819,0.1156399,0.1180685,0.1014365,0.1003532,0.0998134,0.0935665
0.2716332,0.1506091,0.09280939,0.09673513,0.1090369,0.115992,0.1018729,0.08386482
0.245047,0.155806,0.1130174,0.09630176,0.09372299,0.1185478,0.09456664,0.1046499
0.2329671,0.1243243,0.1062331,0.09854086,0.1094348,0.130688,0.0872774,0.08437969
0.238925,0.141257,0.1048794,0.1011598,0.1067357,0.09602446,0.100677,0.1348964
0.2336138,0.107684,0.1238139,0.09858063,0.121128,0.1034389,0.09131131,0.09223191
0.2683449,0.1084862,0.1052284,0.1030092,0.1044934,0.1364081,0.1002866,0.07976841
0.2464189,0.1088316,0.1010107,0.1152004,0.1158075,0.1189945,0.09982668,0.09334995
0.2624233,0.1484291,0.107117,0.1065059,0.1081282,0.1252066,0.1063154,0.08875281
0.2922275,0.1081627,0.1056546,0.1036259,0.08779825,0.1024968,0.1110456,0.1169346
,0.1114834,0.1064112,0.1146078,0.1035872,0.1140376,0.107283,0.1055235
,0.1133482,0.112891,0.100336,0.08543073,0.1113589,0.09432902,0.09663058
,0.1016434,0.09983556,0.1138403,0.08785671,0.1133909,0.1230256,0.1226426
,0.1016608,0.09201461,0.100896,0.1095956,0.1268139,0.09371202,0.09393265
,0.09763447,0.0978551,0.08744181,0.1064729,0.12918,0.09398709,0.09271244
,0.1129819,0.09127699,0.1012547,0.1085593,0.1704685,0.1214296,0.1019419
,0.1190462,0.08345207,0.1012084,0.1287717,0.112838,0.1105822,0.1017609
,0.1182118,0.1080481,0.154135,0.1475213,0.1017947,0.1063399,0.08853731
,0.1053729,0.1033047,0.1084243,0.1218597,0.1590293,0.09632191,0.08230443
,0.15105,0.1176875,0.1364261,0.09548303,0.1119203,0.1054384,0.09913324
,0.1222888,0.100581,0.09397469,0.09347291,0.0929807,0.1080295,0.09028517
,0.1068749,0.0934802,0.1207236,0.08964733,0.1018847,0.1026448,0.1071032
,0.1744099,0.1113373,0.1179435,0.1317295,0.1064597,0.1128134,0.09457141
,0.1284248,0.1332848,0.1090686,0.09194487,0.1073283,0.08496208,0.1176463
,0.1332289,0.09219605,0.1015157,0.1411437,0.1274041,0.1277785,0.09862404
,0.1200155,0.1179117,0.1150156,0.1013456,0.1329135,0.1513793,0.1028231
,0.1067313,0.09948996,0.1281685,0.1042943,0.1237653,0.08487751,0.09587101
,0.1222186,0.1067916,0.1063256,0.09675445,0.1223675,0.09297309,0.09200844
,0.1282727,0.09779258,0.104854,0.1248518,0.106769,0.0992911,0.1474953
,0.1119559,0.1206027,0.09405637,0.1404318,0.1286266,0.1065683,0.09981621
,0.1161755,0.1041001,0.1005348,0.1240984,0.1736038,0.08816751,0.08914239
,0.1036823,0.1072705,0.1130267,0.1367221,0.1188358,0.09137706,0.1119372
,0.09705936,0.116825,0.1058148,0.1157269,0.1150962,0.1033046,0.08778534
,0.110568,0.1256298,0.08964932,0.09522368,0.1112698,0.1070996,0.08950417
,0.1003841,0.09891794,0.0987961,0.1001781,0.09096208,0.09641409,0.1054247
,0.1052342,0.09295445,0.1493664,0.0943678,0.1183381,0.1138146,0.09730945
,0.103669,0.1013619,0.1438762,0.09766388,0.1103204,0.1070618,0.08412091
,0.1219362,0.107308,0.1177111,0.1193381,0.1040454,0.09482161,0.08183423
,0.1188974,0.09819912,0.1204277,0.1009593,0.1005847,0.1039577,0.1308337
,0.1107963,0.118282,0.1201254,0.1200069,0.09899422,0.09894717,0.1082313
,0.1230159,0.08850194,0.1421898,0.1011392,0.1082779,0.2046085,0.1184818
,0.1084503,0.1050801,0.1024232,0.1038523,0.1161579,0.082846,0.1067563
,0.1012692,0.1007892,0.09871254,0.1318921,0.1338772,0.1170049,0.1063516
,0.1089614,0.1077504,0.09696671,0.1864293,0.1177596,0.1102222,0.1185349
,0.1063118,0.09230906,0.1038119,0.1045702,0.1040358,0.1283248,0.1275437
,0.1125587,0.1099781,0.1113888,0.1026758,0.1073582,0.1348725,0.09156258
,0.1055904,0.09723986,0.1313074,0.1376338,0.1194967,0.09127165,0.09091479
,0.1238531,0.09903747,0.1158225,0.1159501,0.1075987,0.1106691,0.103427
,0.1103869,0.1166882,0.149189,0.1106317,0.1007086,0.0906932,0.1233447
,0.1650983,0.09359685,0.1253752,0.1039044,0.09249876,0.1129081,0.1338308
,0.1072448,0.09405895,0.1082358,0.1122843,0.1017397,0.110581,0.08923816
,0.1142282,0.1091173,0.1112803,0.1561358,0.1044731,0.1123167,0.09622082
,0.1143129,0.09561393,0.109992,0.1221621,0.129201,0.1050955,0.09283769
,0.1063038,0.1081914,0.1191622,0.118147,0.1012615,0.1264485,0.1037812
,0.184432,0.1109348,0.1120655,0.1019004,0.1158684,0.1182241,0.1265506
,0.1375637,0.1131444,0.1091708,0.1230536,0.09974555,0.09787109,0.1050025
,0.122661,0.111549,0.1414854,0.1115793,0.1049455,0.09833184,0.09017008
,0.09708257,0.1109631,0.135182,0.1073719,0.1053991,0.09520466,0.08960948
,0.1042091,0.1224443,0.1027275,0.1002446,0.126085,0.1011565,0.08834905
,0.1211296,0.0932521,0.1452202,0.1047579,0.1077689,0.1428011,0.09262541
,0.1296624,0.1161785,0.1466404,0.08355488,0.1197544,0.09699501,0.1072441
,0.1367306,0.1157898,0.1116956,0.09736727,0.1262638,0.09474121,0.1046294
,0.1088166,0.09990479,0.114539,0.1138318,0.1130017,0.1330131,0.1016402
,0.1124899,0.113516,0.1148015,0.1426446,0.1202739,0.1113064,0.1241879
,0.1187224,0.1147198,0.1269447,0.1236644,0.125731,0.09966051,0.0929686
,0.103553,0.09645713,0.1159474,0.1017035,0.1670558,0.1008741,0.09798472
,0.1301723,0.1132524,0.1245377,0.1247039,0.1283666,0.1038619,0.1042968
,0.1523236,0.1141079,0.1191955,0.151797,0.1432812,0.1390811,0.08594161
,0.1074359,0.1168445,0.1012792,0.1537163,0.09400805,0.09481417,0.09262747
,0.1341904,0.1116578,0.1103287,0.1262234,0.1106117,0.0966285,0.1114764
,0.1483957,0.1331777,0.107616,0.0854359,0.1176537,0.1008979,0.1278444
,0.1339347,0.1253944,0.08517612,0.1206914,0.1123905,0.116862,0.1024501
,0.1264623,0.1059032,0.09694586,0.1632691,0.1363178,0.1233941,0.1171427
,0.1291186,0.101109,0.1026646,0.1083743,0.137015,0.1258118,0.1097325
,0.1255286,0.1122044,0.1185143,0.1425515,0.1228799,0.100462,0.1245923
,0.1173892,0.08867705,0.1002572,0.1200361,0.09241435,0.1137225,0.0916912
,0.1380439,0.1025323,0.1614032,0.1143884,0.1015714,0.1278553,0.09553331
,0.1197553,0.110363,0.1732912,0.1012936,0.1225868,0.1127053,0.08975676
,0.117153,0.0920497,0.09473111,0.1034187,0.1147241,0.1072452,0.09225645
,0.1025903,0.1128782,0.1166844,0.09147876,0.1252042,0.1688856,0.104486
,0.097176,0.09816131,0.1471333,0.1565619,0.1080824,0.0971988,0.09451398
,0.2113674,0.1065014,0.1021893,0.1202106,0.1185236,0.1331349,0.08933695
,0.1374152,0.100803,0.09291002,0.1155759,0.102709,0.09786549,0.1489268
,0.1144775,0.09504168,0.08997767,0.09308573,0.1181231,0.1219427,0.1156395
,0.1337675,0.09229715,0.11637,0.1226369,0.1351118,0.1209069,0.1118775
,0.1353932,0.09045302,0.2164123,0.1146607,0.1397266,0.09750806,0.1157523
,0.2037962,0.1231755,0.1050952,0.1022374,0.1176732,0.09959705,0.1649039
,0.1293007,0.1053416,0.1129538,0.1099166,0.1055049,0.1173061,0.100975
,0.1259231,0.08622862,0.1082248,0.1430551,0.1390537,0.1155839,0.1051273
,0.1186039,0.08418959,0.1282742,0.09542833,0.1201878,0.1031504,0.08036601
,0.1686279,0.1259407,0.131163,0.1134511,0.1165179,0.09731231,0.08435033
,0.1138219,0.09130041,0.1107993,0.1362753,0.1415028,0.1260739,0.1082396
,0.1070083,0.1214431,0.1167233,0.1109524,0.09949309,0.1300685,0.08390362
,0.1328865,0.1028625,0.1103345,0.1084683,0.08899732,0.1356515,0.09152421
,0.1274531,0.1046955,0.167778,0.1130708,0.1121106,0.1058871,0.1017415
,0.1299848,0.09278438,0.154874,0.1134892,0.1179037,0.117688,0.09418868
,0.1224609,0.1672935,0.09441418,0.1069263,0.1350595,0.0931626,0.1199507
,0.1194651,0.1085706,0.1090307,0.09450315,0.1021703,0.108388,0.090425
,0.1147093,0.09808858,0.09977292,0.1005121,0.0983473,0.09710579,0.08190646
,0.1159604,0.1070654,0.1093413,0.1230049,0.1507294,0.1020808,0.09376977
,0.1170946,0.1221315,0.101914,0.1197819,0.1021656,0.1095713,0.1226184
,0.106925,0.09889052,0.1030616,0.1189193,0.1251258,0.1110388,0.1180351
,0.1251538,0.09371179,0.110465,0.1126477,0.1253876,0.1289977,0.08586998
,0.140286,0.1057306,0.1248064,0.111571,0.1610224,0.1230319,0.08664919
,0.1280949,0.1088073,0.1151751,0.1050879,0.1301054,0.08834697,0.1068192
,0.1343056,0.1224967,0.2097276,0.1153474,0.115356,0.1097648,0.0928797
,0.1153972,0.09894886,0.1036392,0.1203139,0.1029373,0.1000669,0.0870148
,0.1248858,0.10341,0.09487043,0.1455942,0.1035931,0.09612386,0.09358611
,0.167887,0.09997256,0.09724986,0.08929213,0.1017095,0.1065874,0.1077272
,0.137084,0.1120762,0.1187248,0.1064926,0.1041704,0.08204026,0.08649437
,0.1160271,0.11362,0.1053476,0.1543495,0.1794523,0.1048371,0.08635077
